0.89434	-0.85084	-1.1829	-1.5356	-0.95105	0.87324	-0.89527	0.84249	0.89072	-0.87202	-0.87206
0.45331	-0.46119	-0.45773	-0.23115	0.33103	0.49176	-0.44325	0.52242	0.34568	-0.45745	-0.43546
1.0592	-0.97252	-1.2135	-0.90451	-0.21273	0.99321	-0.93442	1.1092	1.0228	-1.1141	-1.1172
1.3997	-1.3059	-1.6335	-1.5547	-1.1141	1.3105	-1.2862	1.4661	1.3855	-1.3798	-1.4006
-0.24491	0.20022	0.15288	0.53641	0.80193	-0.23145	0.23412	-0.29513	-0.27711	0.3002	0.37258
-1.4973	1.565	1.3964	0.97977	0.71629	-1.5487	1.5155	-1.5454	-1.4655	1.5187	1.528
0.7575	-0.76656	-0.63622	-0.84585	-0.6039	0.71927	-0.7234	0.6916	0.80675	-0.74546	-0.73237
1.1984	-1.2189	-0.69612	-1.0569	-1.4207	1.208	-1.2339	1.1869	1.1446	-1.1623	-1.146
0.33151	-0.38081	-0.55106	-0.40946	-1.4064	0.34566	-0.39507	0.28732	0.37139	-0.31465	-0.32055
0.51682	-0.51376	-0.73433	-0.70563	-0.35941	0.50515	-0.5225	0.49012	0.48578	-0.41119	-0.56563
1.0166	-1.0176	-1.2245	-1.0021	-0.55242	1.0103	-0.9947	1.0442	1.0455	-1.0638	-0.93945
1.4541	-1.4083	-1.4899	-1.3358	-1.1658	1.4261	-1.4241	1.4313	1.3973	-1.4393	-1.3544
1.1342	-1.1252	-1.2514	-1.2572	-0.88605	1.1498	-1.1276	1.2038	1.1068	-1.1217	-1.183
0.22839	-0.18958	0.011713	-0.39324	-0.76508	0.22592	-0.23394	0.25222	0.27782	-0.26119	-0.30674
-1.4601	1.3878	1.1998	1.3547	0.78627	-1.4456	1.3872	-1.5253	-1.3796	1.4796	1.492
1.2499	-1.2403	-1.1328	-1.1815	-1.2755	1.2362	-1.2604	1.1812	1.2476	-1.1332	-1.2717
-1.2851	1.1996	1.4066	1.5963	1.7793	-1.2269	1.2401	-1.3445	-1.3058	1.3797	1.374
2.1076	-2.1773	-2.1615	-2.1504	-2.4099	2.1211	-2.1274	2.0861	2.0389	-2.0768	-2.1433
-0.30505	0.28115	0.22599	0.2261	-0.023026	-0.28286	0.24135	-0.33723	-0.27301	0.2565	0.28564
-0.80045	0.80326	0.87378	0.95303	0.12611	-0.81801	0.80042	-0.83236	-0.71903	0.81311	0.84285
-0.31747	0.31333	0.73313	0.25672	0.57604	-0.33498	0.35662	-0.34797	-0.41547	0.29948	0.4301
1.2376	-1.1508	-1.2916	-0.82976	-1.4061	1.1633	-1.1559	1.2204	1.1576	-1.2214	-1.1873
-0.0019564	-0.0062299	0.059994	-0.27835	-0.67405	-0.034586	-0.01246	-0.1006	0.03601	0.071127	0.063098
-0.60749	0.53249	0.66318	0.68843	0.88134	-0.55525	0.60269	-0.59767	-0.63358	0.67353	0.5898
-1.059	1.116	0.91216	1.0909	0.98154	-1.0612	1.0828	-0.99472	-1.0401	0.95993	0.99579
-1.2112	1.1586	1.3112	0.85575	1.1921	-1.1667	1.1545	-1.182	-1.1879	1.2194	1.1375
-1.35	1.3338	1.3507	1.3889	2.277	-1.3202	1.3501	-1.3233	-1.3476	1.3038	1.2876
-0.10721	0.1745	0.38376	0.40591	0.4588	-0.17656	0.2115	-0.13082	-0.23746	0.20636	0.12577
-1.1167	1.1259	0.99811	1.5254	1.7017	-1.105	1.1453	-1.078	-1.1876	1.0644	1.1544
0.18493	-0.2361	0.2162	0.097212	1.1331	0.25594	-0.24219	0.18461	0.2032	-0.17892	-0.15547
0.7838	-0.71514	-0.53604	-0.47243	0.42427	0.75518	-0.72988	0.80421	0.70069	-0.77877	-0.83304
-1.0884	1.0016	1.0925	1.3353	1.2494	-0.99656	0.98529	-1.0513	-1.1243	1.042	1.0332
0.2646	-0.26747	-0.32387	-0.38798	-0.058672	0.2737	-0.29079	0.2189	0.19777	-0.26925	-0.21147
-0.096624	-0.019157	0.22774	0.12596	0.42606	-0.044637	0.060201	-0.10288	-0.0075727	0.027514	0.058086
-0.98603	1.0025	1.2502	1.1721	0.83004	-0.96983	0.96392	-0.96904	-0.97903	1.0171	0.99286
-0.40981	0.28603	0.47743	0.18395	-0.80844	-0.37784	0.2868	-0.53797	-0.43939	0.53599	0.50559
0.70178	-0.73706	-0.79666	-0.58104	0.31401	0.72797	-0.70195	0.69746	0.7545	-0.74494	-0.7445
1.2484	-1.185	-1.061	-0.86748	-0.81986	1.1924	-1.1782	1.2607	1.2487	-1.2464	-1.2972
2.0057	-2.0364	-1.8852	-2.2175	-1.8901	2.0078	-2.0199	1.8767	2.1425	-1.9469	-1.974
-0.58476	0.59244	0.69047	0.83859	0.57951	-0.57426	0.57724	-0.50403	-0.50946	0.45721	0.5271
-0.3055	0.29296	0.46622	0.54689	0.72939	-0.30276	0.29894	-0.27848	-0.34423	0.32782	0.35235
0.50596	-0.45461	-0.90655	-0.70102	-0.595	0.47408	-0.44882	0.55291	0.51714	-0.50792	-0.55658
