-0.10514	-1.428	-0.3358	-0.08427	-0.2987	-1.2892	1.1114	1.1735	1.2085	1.2251	-1.0699
-0.51377	-0.12044	-0.10214	0.21105	0.67806	0.0013617	0.26419	-0.26757	-0.50769	-0.41338	0.88625
1.7792	0.11304	-2.7811	2.7693	1.5298	-0.60547	0.6673	0.90065	1.1306	0.99734	-0.92973
-1.6573	-0.84916	0.30014	-0.070267	-1.3414	-0.41162	0.36336	0.3553	0.73766	0.51961	-0.87084
1.2865	-0.72177	0.28894	-0.7629	-0.015907	-0.62007	0.63292	0.86632	0.61472	0.77109	0.54346
-0.22514	-0.75254	0.5407	-0.45028	0.54382	-0.54759	0.48024	0.55412	0.24864	0.4797	0.17735
-1.0708	0.3471	0.18092	0.020331	0.060689	0.81106	-0.76285	-1.0527	-0.75497	-0.97356	0.56747
-0.2898	-0.38001	-0.36249	0.030835	0.23227	-0.38487	0.24201	0.37971	0.79757	0.52485	-0.94276
-1.0432	0.2595	0.17551	0.59958	-0.47174	0.4827	-0.32601	-0.78389	-0.75572	-0.83134	0.23607
0.3252	-0.14237	1.7577	-2.3044	-2.0332	-0.1625	-0.21249	0.10574	-0.16877	-0.081589	0.57688
1.3056	-2.6183	-1.0796	0.53694	0.4727	-2.5344	2.207	2.4427	2.1068	2.3329	-1.6456
1.101	0.31052	1.4454	-1.3091	-1.9088	0.19912	-0.3033	-0.30077	-0.57364	-0.45641	-0.068761
1.6217	-1.0584	-1.4876	-0.15609	3.0884	-1.7601	1.5738	1.9211	2.1019	1.953	-2.7402
-1.9898	1.3409	1.3373	0.034812	-2.0828	1.6026	-1.5174	-1.8403	-1.6296	-1.9701	1.6036
0.08277	-0.28624	-0.8674	0.0085536	1.1784	-0.63824	0.39182	0.71989	0.76898	0.60737	-1.0108
-0.042332	-0.2438	0.87731	-0.22281	-0.91725	-0.3021	0.28105	0.28355	0.52608	0.39996	-0.66045
1.7103	-0.11343	-0.39881	0.1077	0.87611	-0.31924	0.33585	0.67215	0.35846	0.67739	0.60542
-1.191	0.246	-0.88916	1.3735	0.62839	0.21351	0.00067224	-0.26512	0.10949	-0.31156	-0.94384
-1.3015	0.69544	1.32	-1.0368	-0.70883	1.189	-1.2219	-1.2812	-0.93707	-1.2403	0.59162
-0.66583	-0.86815	0.24485	-0.50863	-0.53328	-0.30269	0.33725	0.11377	0.15006	0.21111	-0.18887
-0.51194	-0.50246	-1.2295	0.89022	0.93192	-0.26532	0.57762	0.24803	0.46083	0.39899	-0.64974
1.4664	0.35569	-0.76695	0.90945	0.30993	-0.018402	0.0092278	-0.029571	-0.44538	-0.15544	-0.074322
2.0119	0.20818	0.02061	-0.83485	0.92643	-0.44363	0.61349	0.83481	0.60663	0.75091	-0.24623
-1.9065	-1.0561	-0.25303	0.0024541	-0.1852	-0.38774	0.70552	-0.10094	0.087505	0.04354	0.09633
-0.4226	1.0286	0.34886	-0.33963	-0.67216	0.92461	-0.82252	-1.1408	-0.87304	-1.0293	1.0324
-0.18594	0.98934	0.58078	0.37359	-0.56482	1.0446	-0.94014	-1.2488	-1.2904	-1.2549	1.3822
-0.66603	-0.66345	-0.91544	0.30721	0.34057	-0.55494	0.54313	0.40833	0.5199	0.42037	-0.52052
-0.97639	-1.5301	-0.26585	-0.65919	0.58654	-1.2795	1.3805	1.0021	1.122	0.96816	-0.32809
0.73723	0.82817	-0.14908	0.9952	-0.11413	0.92516	-0.88566	-0.51605	-0.81045	-0.62429	1.0736
-0.32832	0.41053	-0.22394	1.0552	-0.037075	0.32958	-0.19791	-0.35799	-0.30392	-0.20076	0.42278
0.24137	-1.4801	-0.98504	-0.21474	0.77688	-1.6032	1.3421	1.7234	1.7273	1.8259	-1.74
1.1505	0.5723	0.2572	-0.10205	-0.23959	0.5144	-0.50038	-0.46119	-0.66417	-0.36906	1.6082
0.94582	-0.08442	-0.53958	0.33514	0.56768	-0.29846	0.17819	0.4569	0.25921	0.41928	-0.28702
-0.36744	-0.76558	0.15572	-0.51062	0.099984	-0.53605	0.43405	0.32207	0.26523	0.30849	-0.45712
-0.86681	-0.067149	1.111	-0.67434	1.2582	0.15636	0.16682	-0.34532	-0.18868	-0.12986	-0.45418
0.47395	0.57164	-1.1124	1.1235	0.94759	0.1792	-0.035161	-0.12841	-0.17523	-0.30066	-0.50096
3.5975	0.44678	0.77488	-0.90487	-0.736	0.020966	-0.095679	0.55349	-0.44568	0.10628	1.1489
0.23067	-0.2951	0.65405	-0.85199	0.38021	-0.11013	0.21911	0.035057	0.068052	0.18558	0.88857
-0.41025	-0.46092	-0.84168	1.2838	0.5432	-0.3738	0.41156	0.24409	0.030811	0.16758	0.17108
