-0.33722	0.77623	-1.1787	-1.3463	-0.77366	-0.67163	0.83646	-1.041	-0.88989	1.0758	-0.83122
0.30465	0.020359	-0.32081	-0.3335	-0.36254	0.040371	0.0014025	-0.22721	-0.11609	0.20954	0.11273
-0.31204	0.10917	-0.40124	0.074615	-0.15792	-0.32949	0.20474	0.11262	0.12998	-0.067238	0.27672
-0.40136	0.21212	0.60615	-0.073328	-0.44455	-0.24115	0.012435	-0.012021	0.10517	-0.21667	0.16412
-0.052085	0.31438	-0.64422	-0.95604	0.24255	-0.021204	0.41783	-0.82598	-0.65268	0.71438	-0.87337
-2.0535	2.5287	-2.0417	-2.4216	-2.4675	-2.1743	2.4028	-2.4324	-2.4592	2.5861	-2.169
0.069983	0.25701	-0.50936	-0.34579	0.1382	0.0026345	0.22124	-0.59552	-0.46373	0.57875	-0.34661
-0.48006	0.4452	0.51956	-0.73413	-2.1495	-0.3033	0.24737	-0.46931	-0.32122	0.31742	-0.12346
-0.56878	-0.030623	0.40215	0.49335	1.1455	-0.21837	-0.029932	0.43824	0.3816	-0.18696	0.35467
-0.97543	1.0367	-0.98232	-1.309	-0.93597	-0.99146	1.0229	-0.74328	-0.93751	1.1618	-0.71475
2.0729	-2.2735	1.7113	1.7506	2.0491	2.3069	-2.2466	1.9314	2.0744	-2.0959	1.7889
0.54956	-0.52568	0.059825	0.58251	0.82486	0.54203	-0.50615	0.39628	0.62929	-0.64306	0.90341
1.7192	-1.8728	1.901	1.9973	2.0539	1.4432	-1.6382	1.995	1.9877	-2.0514	1.724
-1.5638	0.79211	0.20984	-0.26681	-0.80174	-1.3175	1.0565	0.070628	-0.38089	0.69096	-0.66057
1.6545	-1.0893	0.80382	0.78972	0.63184	1.5427	-1.2483	0.3997	0.85017	-1.1993	1.2213
-1.5502	1.2503	-0.76658	-1.1144	-1.0937	-1.4908	1.3439	-0.90469	-1.1608	1.5531	-0.83026
-0.13755	0.57218	-0.91265	-0.76262	-0.20524	-0.30289	0.46783	-0.77731	-0.66539	0.61533	-0.57921
-0.14749	-0.24446	0.50034	0.39094	0.28409	-0.042062	-0.31876	0.71461	0.52124	-0.42161	0.55332
-0.14289	-0.19002	0.36499	0.26637	0.38756	0.067374	-0.076905	0.057036	0.1702	-0.27448	0.33112
-0.70357	0.21447	0.049945	0.51038	-0.062989	-0.4439	0.20888	0.2858	0.24788	-0.053353	-0.045367
-0.18211	-0.095562	0.46477	0.59798	0.77591	-0.1334	-0.037925	0.61893	0.38675	-0.36678	0.45376
-1.0678	0.46826	-0.42648	-0.67584	-0.59008	-0.74252	0.51684	0.042958	-0.31747	0.38135	-0.44024
1.2249	0.47939	-1.3088	-1.0028	-0.58746	0.42492	0.29071	-1.6959	-1.1442	0.78665	-0.88962
-0.52097	1.0132	-1.0347	-0.64377	-0.35414	-0.77134	0.90994	-1.1169	-0.92191	0.7769	-0.76478
0.29517	-0.27875	-0.078553	0.34302	-0.0016569	0.47685	-0.30224	0.025637	0.26684	-0.5049	0.71425
1.3204	-1.6173	1.2138	1.3889	0.82709	1.8179	-1.8445	1.2245	1.3612	-1.6231	1.437
1.1235	-0.70059	0.59869	0.86689	0.83593	0.92812	-0.7257	0.15228	0.56647	-1.0307	0.79528
0.30504	-0.043163	0.066261	-0.10184	-0.30589	0.033498	0.054376	0.011989	-0.03122	-0.042377	-0.43663
0.054012	0.15957	0.27069	0.0058443	-0.63302	-0.23898	0.054339	-0.081628	-0.10902	0.024913	-0.72826
-0.40915	-0.082164	0.57903	0.34254	-0.11825	-0.31887	0.17496	0.48599	0.41088	-0.52081	0.54374
-1.2753	0.39016	0.69213	0.49106	1.3928	-1.0603	0.80717	0.78486	0.29183	-0.080916	-0.15293
