  6.4753050e-001	 -6.7069219e-001	 -8.6603609e-001	 -8.1885197e-001	 -1.5638813e+000	 -5.9909424e-001	 -4.1780322e-001	 -7.5976214e-001	 -7.3912485e-001	  4.9170233e-002	 -5.2271193e-001	
 -1.6197484e-001	  2.1658293e-001	 -1.0623983e+000	 -8.3510192e-001	 -4.8161576e-001	  3.5300267e-001	  4.5732424e-001	  1.9189762e-001	  2.1357452e-001	 -4.9059921e-001	  8.0607815e-002	
 -7.1087575e-001	  5.9752244e-001	 -2.4841539e-001	  3.8229780e-001	 -2.5021415e-001	  5.6161553e-001	  4.4965941e-001	  6.0922043e-001	  6.7749035e-001	  1.7792867e-001	  6.5095778e-001	
  1.3474968e-001	  1.0748587e-001	 -5.5283358e-001	 -5.5258237e-001	 -4.0568803e-002	  1.1825184e-001	  1.3513546e-001	 -4.8027676e-002	 -2.8932899e-001	 -2.9050933e-001	 -1.7742345e-001	
 -5.4753269e-001	  6.4531446e-001	  2.9833773e-001	  4.6595216e-001	 -4.7668214e-001	  5.9647525e-001	  6.1647199e-001	  6.4494615e-001	  6.4631579e-001	 -9.2149140e-001	  6.0490007e-001	
 -4.8828545e-001	  3.9327739e-001	 -4.7475795e-001	  1.9869492e-002	 -1.9422649e-002	  6.1125069e-001	  7.4151826e-001	  3.4316762e-001	  2.5660938e-001	 -1.2278602e+000	  2.7375740e-001	
  1.8878684e+000	 -1.9149025e+000	 -1.5415595e+000	 -1.8598329e+000	 -2.2150889e+000	 -1.9813245e+000	 -1.9346658e+000	 -1.9650812e+000	 -1.8178788e+000	  2.3139715e+000	 -1.9023577e+000	
 -1.6141773e+000	  1.7118904e+000	  1.9024837e+000	  2.3155057e+000	  1.6523436e+000	  1.4630354e+000	  1.2686685e+000	  1.8241820e+000	  2.0180761e+000	 -2.0419444e+000	  1.9070502e+000	
  4.0873541e-001	 -2.2934168e-001	 -1.3604449e+000	 -1.0730634e+000	 -1.1047488e+000	 -1.6791766e-001	  7.4951916e-003	 -2.7013742e-001	 -7.3112480e-001	 -1.4553726e+000	 -4.2773609e-001	
 -8.0765276e-001	  7.7148927e-001	  1.5500083e+000	  1.2356129e+000	  1.1588358e+000	  9.9038801e-001	  1.2261192e+000	  6.8788500e-001	  7.1215424e-001	 -3.7162738e-001	  7.6873442e-001	
