  1.2776042e+000	  1.3143125e+000	  1.1141365e+000	  1.0225049e+000	  1.1834558e+000	  1.4239998e+000	  1.3186028e+000	  1.6837105e+000	  9.9686591e-001	  1.4451849e+000	  1.6355910e+000	
 -1.9031817e+000	 -2.2831282e+000	 -1.1868812e+000	 -9.6626568e-001	 -1.1413774e+000	 -2.3940645e+000	 -2.8725553e+000	 -1.5209656e+000	 -9.2287645e-001	 -2.0783443e+000	 -2.2083997e+000	
  9.1029421e-002	 -2.6476213e-001	 -1.0093107e+000	 -1.1192480e+000	 -1.1016058e+000	  1.1963844e-001	 -3.6502480e-001	 -2.3922484e-003	 -1.0094814e+000	 -3.3899400e-001	 -2.7738093e-001	
  1.1015318e+000	  1.1718396e+000	  1.0549463e+000	  1.1099234e+000	  1.1039125e+000	  1.1216643e+000	  1.3006919e+000	  1.2261570e+000	  9.6078053e-001	  1.4451849e+000	  1.4280516e+000	
  3.5896565e-001	 -1.6420001e+000	 -2.0828723e+000	 -2.0852223e+000	 -1.6942033e+000	 -1.7405881e-001	 -8.1279810e-001	  6.2457858e-002	 -2.4088725e+000	 -1.0024575e+000	 -1.0714447e+000	
 -2.6877066e-001	 -1.9150732e+000	 -1.9186196e+000	 -1.8819743e+000	 -1.6435848e+000	 -5.6277576e-001	 -1.3949034e+000	 -3.8789010e-001	 -2.0992599e+000	 -1.4955723e+000	 -1.4233594e+000	
  4.8145079e-001	  2.3389300e-001	 -4.1740904e-001	 -3.3248165e-001	 -5.1226237e-001	  6.2928955e-001	  4.4992261e-001	  3.9031117e-001	 -2.5890540e-001	  4.0516104e-001	  3.1816693e-001	
 -1.5234778e+000	 -5.4970792e-001	  6.2581761e-001	  4.6156961e-001	  4.5671946e-001	 -1.4697820e+000	 -9.2921916e-001	 -1.3649650e+000	  6.1436086e-001	 -9.7556036e-001	 -1.0894916e+000	
  1.1627743e+000	  1.5992583e+000	  8.4778073e-001	  1.0006503e+000	  1.0641409e+000	  1.1734933e+000	  1.2738255e+000	  1.1649097e+000	  9.8243176e-001	  1.3106991e+000	  1.1573480e+000	
 -1.1261666e+000	 -8.5839920e-001	 -3.9521273e-001	 -4.3446988e-001	 -5.5564961e-001	 -1.0983413e+000	 -1.1441503e+000	 -1.0760218e+000	 -1.5786633e-001	 -1.1100462e+000	 -1.1346089e+000	
 -1.5433816e+000	 -6.9218082e-001	  4.3344958e-001	  4.7613936e-001	  3.4463574e-001	 -1.4697820e+000	 -7.9488717e-001	 -1.3246139e+000	  5.4219009e-001	 -8.9486885e-001	 -1.1346089e+000	
  6.8063458e-002	  4.0011138e-001	  1.6709384e-001	  2.2116877e-001	 -4.5849472e-002	  3.3559230e-001	  3.5141249e-001	 -4.9228436e-002	  3.6176318e-001	  3.4240097e-001	  2.7304967e-001	
  4.0489758e-001	  4.1198412e-001	 -1.2885699e-001	 -5.5656437e-002	 -2.8086372e-001	  4.9107908e-001	  3.1559062e-001	  2.6061096e-001	  6.5863041e-002	  6.3826984e-001	  3.7230765e-001	
 -4.4484304e-001	 -7.4798271e-002	  3.0027171e-001	  3.8143600e-001	  2.3616763e-001	 -3.2954559e-001	 -2.4717086e-002	 -6.0045434e-001	  2.3907288e-001	 -2.0450815e-001	 -2.1421676e-001	
 -4.4484304e-001	  2.4576575e-001	  9.3656598e-001	  9.0594693e-001	  8.8336071e-001	 -1.5678250e-001	  3.2454609e-001	 -6.0405712e-001	  8.5974146e-001	 -7.0022299e-002	 -1.5700807e-002	
  9.9435729e-001	  1.2312033e+000	  1.0771426e+000	  1.0880688e+000	  1.1219906e+000	  9.8345388e-001	  1.1215826e+000	  1.0207983e+000	  9.6078053e-001	  1.3196648e+000	  1.2114887e+000	
  1.0479445e+000	  1.0531122e+000	  1.0401488e+000	  1.0953536e+000	  1.1039125e+000	  1.2166840e+000	  1.2021818e+000	  1.1216763e+000	  8.8139269e-001	  1.2031104e+000	  1.3739109e+000	
 -1.9054783e+000	 -1.2383269e+000	  1.5969507e-001	  2.5030827e-001	  7.7081058e-002	 -1.8239463e+000	 -1.4486362e+000	 -1.5270903e+000	  3.8341441e-001	 -1.2266006e+000	 -1.2880076e+000	
  8.5656151e-001	  1.0531122e+000	  9.7355983e-001	  9.9336541e-001	  1.1726090e+000	  1.0266447e+000	  1.1574044e+000	  9.5594821e-001	  7.8035362e-001	  1.2300076e+000	  1.1302777e+000	
  1.0785658e+000	  1.0531122e+000	  2.3368277e-001	  3.8143600e-001	  1.9639598e-001	  1.0957499e+000	  8.8874045e-001	  1.1216763e+000	  3.6898026e-001	  1.0237959e+000	  1.1573480e+000	
  9.7139133e-001	  3.1700219e-001	 -8.7613282e-001	 -9.6626568e-001	 -9.7505966e-001	  6.8975663e-001	  2.5290236e-001	  8.2985078e-001	 -7.0636415e-001	  6.7413274e-001	  5.7984705e-001	
 -5.2139625e-001	  3.6449316e-001	  7.7379303e-001	  7.8938894e-001	  7.4235216e-001	 -2.5180220e-001	  9.1703972e-002	 -6.5809888e-001	  8.0200485e-001	 -1.6227959e-002	  2.9416455e-002	
  1.2240169e+000	  9.3438474e-001	 -2.5274200e-002	  4.6331798e-002	 -2.5555449e-001	  9.4890126e-001	  8.4396312e-001	  1.3594600e+000	  1.1638258e-001	  1.2300076e+000	  1.2385591e+000	
 -5.9794946e-001	  4.4760235e-001	  1.1141365e+000	  1.3211847e+000	  1.5920191e+000	 -2.2588774e-001	  3.5141249e-001	 -6.9772950e-001	  9.2469515e-001	 -5.2090853e-002	 -1.5700807e-002	
  1.4536765e+000	  8.6314830e-001	 -2.3983855e-001	 -1.0665055e-001	 -4.6525952e-001	  1.3980853e+000	  9.0665138e-001	  1.7845885e+000	 -8.5695567e-002	  1.1762132e+000	  1.3468405e+000	
  8.1062959e-001	  6.7674626e-002	 -9.0572791e-001	 -8.9341694e-001	 -9.1721000e-001	  5.6882247e-001	  2.3499143e-001	  6.6051995e-001	 -7.2079830e-001	  3.1550380e-001	  4.1742491e-001	
